anvisningsenhedsNummer;anvisningsenhedsNavn;dawaID;vejNavn;husNummer;supplerendeBynavn;postNummer;byNavn;kommuneKode;etage;doer;geoBredde;geoLaengde;vejKode;instType3;email;telefonNummer;cvrNummer;pNummer;senestOpdateret;daginstitutionsNummer
G15727;Børnehaven Bakkely;07f58bea-d39d-4d41-a974-d754c884daf9;Bakkelyvej;32;;9380;Vestbjerg;851;;;57.13085982;9.96918886;413;6011;;98296222;24199614;1006400292;13-06-2019 10:05:30;G15726
G15729;Daginstitutionen Vesterkær Sogn;cc3b48ef-d4ac-4245-b12a-e9dec781b4d7;Skydebanevej;4;;9000;Aalborg;851;;;57.05593535;9.8912401;7495;6012;;98130331;24199622;1006400309;13-06-2019 10:05:30;G15728
G15731;Skørbæk-Ejdrup Friskole og Naturbørnehave;0a3f50c8-b3ad-32b8-e044-0003ba298018;Ejdrupvej;33;Skørbæk;9240;Nibe;851;;;56.902565;9.5411697;347;6011;ml@skejdrup.dk;98669095;48400019;1001913592;15-12-2021 12:13:56;G15730
G15733;Solsikken;daa531b7-4ec9-484a-aa17-fab681a96fee;Tinghusgade;3;;9400;Nørresundby;851;;;57.05954004;9.92296789;8454;6010;sol@aofnord.dk;22794380;14762205;1008807813;15-12-2021 13:11:19;G15732
G15737;Puljeordning Børnehuset Farstrup;0a3f50c8-beec-32b8-e044-0003ba298018;Staunvej;95;Farstrup;9240;Nibe;851;;;56.9840788;9.46647881;2072;6010;boernehuset-farstrup@hotmail.com;61462951;29730997;1012555764;14-02-2022 14:48:48;G15736
G15739;Børnehaven Ridemandsmøllevej;47e81684-dad8-46b1-9bce-f01a61112be4;Ridemandsmøllevej;54;;9230;Svenstrup J;851;;;56.96440056;9.81947003;6656;6011;;99823238;29189420;1003386123;13-06-2019 10:05:31;G15738
G15741;Børnehuset Myretuen, Vestbjerg;a0415b0d-cfb6-4ab8-bd80-c505ca94ff6c;Vindfløjen;3;;9380;Vestbjerg;851;;;57.1356747;9.95350453;9305;6012;;99823340;29189420;1003385826;02-09-2021 06:24:08;G15740
G15743;Børnehaven Bikuben;ae89d9c6-f982-4060-bdad-f2e620344525;Th. Staunings Vej;9;;9210;Aalborg SØ;851;;;57.00824549;9.93903487;8415;6011;;99823260;29189420;1003386664;13-06-2019 10:05:31;G15742
G15745;Børnehaven Lilletoften;6d3a5a18-ef9e-464e-b8fd-f21575cb96c4;Lilletoften;4;;9000;Aalborg;851;;;57.03250424;9.88415704;4871;6012;;99823616;29189420;1003385619;09-06-2022 07:42:43;G15744
G15747;Børnehaven Møllehuset;0a3f50c8-ba08-32b8-e044-0003ba298018;Nymøllevej;110;Farstrup;9240;Nibe;851;;;56.98305819;9.46413119;1575;6011;;98686565;29189420;1013479778;13-06-2019 10:05:32;G15746
G15749;Børnehaven Kridthuset;90c3cd07-dd0a-4054-9c86-13e87352b59d;Svalegårdsvej;80;;9000;Aalborg;851;;;57.04299356;9.8737064;8069;6011;;98183411;29189420;1003385012;13-06-2019 10:05:32;G15748
G15751;Børnehaven Knuden;0a3f50ca-40ff-32b8-e044-0003ba298018;Knuden;62;;9260;Gistrup;851;;;57.00083609;9.99705609;4294;6011;;99823627;29189420;1003385528;13-06-2019 10:05:32;G15750
G15756;Daginstitutionen Fortuna;d503093e-4950-412f-8d4d-4bbbd67608ee;Fortunavej;1;;9210;Aalborg SØ;851;;;57.00911234;9.94442262;2081;6012;;99824560;29189420;1003384843;13-06-2019 10:05:33;G15755
G15758;Børnehaven Korevej;0928a34f-dd40-4a76-b2ac-5767aeac6f57;Korevej;2;;9210;Aalborg SØ;851;;;57.01114821;9.95412588;4416;6011;;98147589;29189420;1003385565;08-06-2020 20:53:20;G15757
G15760;Daginstitutionen Grenen;56cf9c56-0e5d-47e8-b232-48163954055a;Grenen;2;;9260;Gistrup;851;;;56.99301631;9.98395336;2623;6012;;99823272;29189420;1003385103;13-06-2019 10:05:33;G15759
G15762;Daginstitutionen Hellebælle;4b502339-83c3-4a38-b6ce-e17243174b32;Hellebækvej;42;;9270;Klarup;851;;;57.00705617;10.06062506;3133;6012;;98318122;29189420;1003435881;13-06-2019 10:05:33;G15761
G15764;Børnehaven Juliane;9e484370-523d-4936-ad5f-94ea39e43fce;Hasserisvej;172;;9000;Aalborg;851;;;57.04019883;9.88662444;2997;6011;;98162124;29189420;1003435868;13-06-2019 10:05:33;G15763
G15766;Børnehaven Flikflak;0905fda9-79af-40dd-9b85-f3f3ce4c6806;Grenen;4;;9260;Gistrup;851;;;56.99345812;9.98403628;2623;6011;;99822222;29189420;1003435856;13-06-2019 10:05:34;G15765
G15768;Børnehaven Mariehuset;35741e22-9bc2-492b-8e99-069216373fc3;Årestrupsvej;3;;9000;Aalborg;851;;;57.04234366;9.96733642;9777;6011;;31990691;29189420;1003435765;13-06-2019 10:05:34;G15767
G15770;Børnehuset Tiziana;3bd0ac58-d911-47b8-a4ef-b7edf9b0ee46;Svalegårdsvej;82;;9000;Aalborg;851;;;57.04255779;9.87439727;8069;6012;;99823600;29189420;1003435844;13-06-2019 10:05:34;G15769
G15772;Børnehuset Troldereden;0a3f50ca-b2c9-32b8-e044-0003ba298018;Skolevej;45;;9400;Nørresundby;851;;;57.07029018;9.91508566;7321;6012;;99823363;29189420;1007530265;13-06-2019 10:05:34;G15771
G15774;Børnehuset Lille Tornhøj;3739546a-4107-476d-a04f-a381dbcf2f65;Tornhøjvej;8B;;9220;Aalborg Øst;851;;;57.02403547;9.99939573;8545;6011;;99823606;29189420;1003386755;09-06-2022 06:41:28;G15773
G15776;Børnehaven Bautastenen;b20e686a-f430-4cd8-a700-e85bb63253a4;Bautastenen;3;;9230;Svenstrup J;851;;;56.97136432;9.8339819;467;6011;;98380383;29189420;1003384612;13-06-2019 10:05:34;G15775
G15778;Børnehuset Himmelblå;1d2c1c5b-b90a-4efc-95be-62f1caac5b5b;Gammel Viborgvej;82;Svenstrup;9230;Svenstrup J;851;;;56.9662409;9.84044948;2338;6012;;99824790;29189420;1003385000;13-06-2019 10:05:35;G15777
G15780;Den Pædagogiske Idrætsdaginstitution Spiloppen;ee9b0c83-ab29-40cf-bb97-dfcdfb98f474;Svenstrupvej;33A;;9200;Aalborg SV;851;;;57.00133417;9.82799522;8138;6012;;99823652;29189420;1015613781;13-06-2019 10:05:35;G15779
G15782;Idrætsbørnehaven Vadum;8c6ba32a-17bf-4add-87f3-378a58b91cba;Robert Svendsens Vej;26;;9430;Vadum;851;;;57.11758616;9.8647738;6710;6011;;98271247;29189420;1009192928;13-06-2019 10:05:35;G15781
G15784;Børnehaven Rævedalsvej;cd2e16d1-174f-4436-81b6-909b41058b62;Rævedalsvej;5A;;9230;Svenstrup J;851;;;56.95276193;9.8979443;6903;6011;;98389256;29189420;1007530443;13-06-2019 10:05:35;G15783
G15786;Daginstitutionen Bisgården;f5d22931-f022-4135-9a4e-3fbfb2b33457;Bisgårdsvej;6;;9200;Aalborg SV;851;;;57.00897114;9.8874804;562;6012;;98189189;29189420;1003384545;13-06-2019 10:05:35;G15785
G15788;Naturbørnehaven Vester Hassing;0a3f50c7-c09f-32b8-e044-0003ba298018;Halsvej;199D;Vester Hassing;9310;Vodskov;851;;;57.07344411;10.11390369;2902;6011;;99825241;29189420;1003378674;13-06-2019 10:05:36;G15787
G15790;Børnehaven Myretuen, Nibe;0a3f50c8-bf26-32b8-e044-0003ba298018;Sygehusvej;3;;9240;Nibe;851;;;56.97952909;9.63406072;2130;6011;;98351924;29189420;1003381066;08-06-2020 20:57:20;G15789
G15792;Børnehaven Vaarst;42e2d518-97ca-4207-8121-ca986bd23e2f;Vaarstvej;203;;9260;Gistrup;851;;;56.93790499;10.05519679;9500;6011;;99823389;29189420;1003384144;13-06-2019 10:05:36;G15791
G15794;Daginstitutionen Kometen;1e9cae29-916a-4f3c-9af6-c1ee3f82b2fc;Skydebanevej;6C;;9000;Aalborg;851;;;57.05580521;9.88955448;7495;6012;;99823441;29189420;1003384120;13-06-2019 10:05:36;G15793
G15796;Børnehaven Ulvereden;04cf605a-9f2e-48d5-b56d-780c2fc2bb16;Nørtoftvej;10;Ulsted;9370;Hals;851;;;57.07684303;10.26097534;1631;6011;;99823266;29189420;1003378765;13-06-2019 10:05:36;G15795
G15798;Børnehaven Dragehaven;0a3f50c8-b62c-32b8-e044-0003ba298018;Hobrovej;40;Vokslev;9240;Nibe;851;;;56.97881731;9.64878189;760;6011;;99823295;29189420;1003786894;13-06-2019 10:05:37;G15797
G15800;Børnehaven Østerladen;0a3f50c7-ce09-32b8-e044-0003ba298018;Nordmandshage;44;;9370;Hals;851;;;56.99540109;10.32753864;1521;6011;;98251152;29189420;1003378583;13-06-2019 10:05:37;G15799
G15802;Børnehaven Solsiden;75602fe0-7488-4e3f-bfec-9626c6032c87;Hjørringvej;83;;9400;Nørresundby;851;;;57.07063472;9.94802961;3245;6011;;99823633;29189420;1003385450;13-06-2019 10:05:37;G15801
G15804;Børnehaven Bulderby;0a3f50ca-066c-32b8-e044-0003ba298018;Golfparken;3;;9000;Aalborg;851;;;57.03072637;9.95527517;2552;6011;;98141840;29189420;1003384466;13-06-2019 10:05:37;G15803
G15806;Børnehuset Fuglsang;1e56b301-175b-4a65-a33f-de6150db5065;Vestervang;21;;9400;Nørresundby;851;;;57.06444728;9.91750323;9225;6012;;99824550;29189420;1003384934;08-06-2020 20:13:38;G15805
G15808;Børnehaven Troldegården;43e88469-420d-45e6-9e4b-7688ecdddec3;Troldelunden;2;;9381;Sulsted;851;;;57.16725099;9.95195248;8657;6011;;99823240;29189420;1003384363;13-06-2019 10:05:38;G15807
G15810;Børnehaven Røverdal;d7fc28c0-bdf8-4b54-8418-65b411b04018;Brorsonsvej;3A;;9310;Vodskov;851;;;57.10869601;10.02316602;835;6011;;99823838;29189420;1004340338;13-06-2019 10:05:38;G15809
G15812;Børnehaven Kærgården;32927d04-46b1-4abb-bcac-3c2a1a10441f;Padevænget;2;;9000;Aalborg;851;;;57.02593371;9.91514322;6325;6011;;99824295;29189420;1004127418;13-06-2019 10:05:38;G15811
G15814;Børnehaven Nørholmsvej;9584b9be-b90f-4b78-a0b0-c13874b4268c;Nørholmsvej;11;;9000;Aalborg;851;;;57.03756984;9.86449958;6090;6011;;98186417;29189420;1003819917;13-06-2019 10:05:38;G15813
G15816;Børnehaven Ønskehuset;822414fe-982c-4f65-a6ee-e6c0e0c303e1;Sonjavej;90;;9000;Aalborg;851;;;57.02630396;9.96351506;7717;6011;;99823425;29189420;1003819930;13-06-2019 10:05:38;G15815
G15818;Daginstitutionen Eventyrhuset;0be6d6cc-4255-46e1-9625-2cb8dadd71c7;Sigrid Undsets Vej;278;;9220;Aalborg Øst;851;;;57.01639444;9.98959513;7162;6012;;99824866;29189420;1004127352;13-06-2019 10:05:38;G15817
G15820;Børnehaven Fantasia;81df83f9-ec63-453f-8734-f0a7d13808a2;Nøhr Sørensens Vej;3;;9210;Aalborg SØ;851;;;57.01575055;9.93116229;6060;6011;;99823755;29189420;1003385905;13-06-2019 10:05:39;G15819
G15822;Børnehaven Henry;d725812b-f3ac-469d-8570-b6e02bbdf7da;Tostrupvej;13A;;9230;Svenstrup J;851;;;56.96261806;9.80871573;8609;6011;;99823225;29189420;1007741525;02-09-2021 06:24:31;G15821
G15824;Børnehaven Strandparken;12aeec3d-8926-4ba4-969a-8e5de246ceb7;Gadegårdsvej;14;;9400;Nørresundby;851;;;57.06423842;9.90583301;2308;6011;;99823217;29189420;1005082032;13-06-2019 10:05:39;G15823
G15826;Børnehuset Cirkeline;3a5b6c35-8915-475d-8da7-28a11b7a140c;Skansevej;88A;;9400;Nørresundby;851;;;57.06700353;9.92635935;7252;6012;;99823320;29189420;1007536433;08-06-2020 20:47:07;G15825
G15828;Daginstitutionen Danalien;021d8327-fdce-4511-a1d3-9932b0143df9;Danalien;5;;9000;Aalborg;851;;;57.02908908;9.94139017;1216;6012;;99823795;29189420;1003819851;13-06-2019 10:05:39;G15827
G15830;Børnehaven Solsikken;0a3f50c8-b87e-32b8-e044-0003ba298018;Lundevej;58;;9240;Nibe;851;;;56.97355928;9.6477793;1310;6011;;98352525;29189420;1004220999;13-06-2019 10:05:40;G15829
G15832;Børnehaven Blegkilde;4894680e-f961-47b2-ae90-420b01c8e117;Danalien;8;;9000;Aalborg;851;;;57.0300883;9.94298737;1216;6011;;99824299;29189420;1004391593;13-06-2019 10:05:40;G15831
G15834;Daginstitutionen Løvehjerte;253219c4-6481-4bc4-8b8e-e35e36ccfa47;Dannerhøj;2;;9210;Aalborg SØ;851;;;56.99155915;9.92904823;1226;6012;;99823299;29189420;1007530354;06-06-2022 06:51:14;G15833
G15836;Børnehaven Troldehøj;5464c6f6-56fc-4eee-86f3-36b542b823b3;Sælsager;1;;9000;Aalborg;851;;;57.02373167;9.88275484;8181;6011;;99823445;29189420;1007531059;13-06-2019 10:05:40;G15835
G15838;Børnehaven Troldhøj;69b8af2d-895e-4637-a410-68a2cb929aef;Markvej;150;;9280;Storvorde;851;;;57.00046169;10.08754978;1375;6011;;98326510;29189420;1003381716;13-06-2019 10:05:40;G15837
G15840;Daginstitutionen Troldehuset;19179f82-b646-46ce-a9c5-f26618909eb9;Sonjavej;88;;9000;Aalborg;851;;;57.02616122;9.96294153;7717;6012;;99823855;29189420;1007530370;13-06-2019 10:05:41;G15839
G15842;Børnehuset Tvedholm Skov;70628274-1570-4cbe-9976-7f13a7afd08d;Gultentorpvej;44;;9260;Gistrup;851;;;56.96927392;9.9300615;2760;6011;;99824565;29189420;1011341493;08-06-2020 20:43:52;G15841
G17514;Børnehuset Tvedholm By;0a3f50c9-be49-32b8-e044-0003ba298018;Beatesmindevej;177;;9210;Aalborg SØ;851;;;57.02001612;9.93293744;477;6011;;;29189420;1011341493;07-01-2021 14:23:18;G15841
G15844;Børnehaven Atlantis;7ac3091f-449a-4763-ae6b-941981b4cfd2;Venøsundvej;7;;9220;Aalborg Øst;851;;;57.02178524;9.99281418;9017;6011;;99823853;29189420;1007536417;13-06-2019 10:05:41;G15843
G15846;Børnehaven Natur & Miljø;9737641d-bd9d-45e9-842b-f1d541cd10dd;Flødalvej;16A;;9230;Svenstrup J;851;;;56.96072619;9.84803963;2026;6011;;98389571;29189420;1007693687;13-06-2019 10:05:41;G15845
G15848;Børnehaven Trylleskoven;a50c5d54-08cb-474b-a53f-0a5c084afeff;Horsensvej;32B;;9310;Vodskov;851;;;57.10259337;10.08335633;3346;6011;;99823380;29189420;1007531024;13-06-2019 10:05:41;G15847
G15850;Børnehaven Vivaldi;282cde6b-6ad0-470b-af6d-91962fd10701;Vivaldisvej;95;;9200;Aalborg SV;851;;;57.0106277;9.81715326;9388;6011;;99823730;29189420;1008933630;13-06-2019 10:05:42;G15849
G15852;Børnehuset Lunden;fc9e598d-49af-479e-935c-63cdc8350e79;Lundevej;59;;9240;Nibe;851;;;56.97334047;9.64986695;1310;6012;;99823760;29189420;1013554990;09-06-2022 07:43:32;G15851
G15854;Børnehuset Egholm Færgevej;2ef51a73-bb85-4ee7-e044-0003ba298018;Egholm Færgevej;2;;9000;Aalborg;851;;;57.0552477;9.88265366;1516;6012;;99825151;29189420;1003386184;13-06-2019 10:05:42;G15853
G15856;Daginstitutionen Bornholmsgade;2786c8c9-c157-44ec-a4e4-c3cf900bbae3;Bornholmsgade;90;;9000;Aalborg;851;;;57.03912093;9.93462055;748;6012;;99314646;29189420;1014411301;13-06-2019 10:05:42;G15855
G15858;Børnehaven Kongerslev Hurlumhejhus;0a3f50c9-0549-32b8-e044-0003ba298018;Kongensgade;2;;9293;Kongerslev;851;;;56.88960064;10.11970089;1052;6011;;98323393;29189420;1003381704;13-06-2019 10:05:42;G15857
G15860;Vuggestuen Kastanjen;0a3f50ca-a072-32b8-e044-0003ba298018;Saltholmsgade;14;;9000;Aalborg;851;;;57.04074439;9.93347901;7036;6010;;99823603;29189420;1015148434;13-06-2019 10:05:43;G15859
G15862;Idræts- Og Naturbørnehaven Olympia;d1eee08d-c2c8-40e5-8861-62c0b3769193;Marathonvej;6;;9230;Svenstrup J;851;;;56.98363026;9.85382987;5246;6011;;99823348;29189420;1015755160;09-06-2022 08:11:00;G15861
G15864;Vuggestuen Hvorup Kirkevej;bb81ea8b-7391-4454-a48d-bde347375866;Hvorup Kirkevej;7;;9400;Nørresundby;851;;;57.07733166;9.93948755;3462;6010;;99823770;29189420;1015556648;13-06-2019 10:05:43;G15863
G15866;Børnehuset Græshoppen;85e815e2-0b79-4310-a46c-8cd12668ed07;Hækken;10;Vester Hassing;9310;Vodskov;851;;;57.066184;10.13309933;836;6011;;99823686;29189420;1015626883;13-06-2019 10:05:43;G15865
G15868;Børnehuset Klodshans;4d473c9d-1f92-47b3-e044-0003ba298018;Eventyrbakken;51;;9240;Nibe;851;;;56.97158377;9.64004341;403;6012;;99824797;29189420;1015378057;13-06-2019 10:05:43;G15867
G15870;Vuggestuen Sydvesten;c968a62f-dfc4-465c-ae32-9642a0e08107;Skelagervej;197;;9000;Aalborg;851;;;57.02131977;9.87907687;7264;6010;;99823780;29189420;1015925104;13-06-2019 10:05:44;G15869
G15872;Vuggestuen Ribevej;1a3de284-253b-4ea2-bc52-a28a772fe966;Ribevej;19;;9220;Aalborg Øst;851;;;57.02376671;9.97873599;6651;6010;;99823682;29189420;1015699554;13-06-2019 10:05:44;G15871
G15874;Børnehaven Tofthøjvej;8d2d5eca-84fe-4f4b-b2c8-5376a97a7254;Tofthøjvej;43;;9280;Storvorde;851;;;56.99793307;10.10531277;2246;6011;;99823350;29189420;1015952403;09-06-2022 07:11:40;G15873
G15876;Børnehaven Fyrtårnet;f25f35c2-cf4d-428c-82d0-99ab7c627331;Herningvej;39;;9220;Aalborg Øst;851;;;57.02646352;9.98473064;3182;6011;;99823848;29189420;1017469947;13-06-2019 10:05:44;G15875
G15878;Børnehaven Kastanien;2b333df9-989a-405c-a6b2-149c09cf44c4;Frederik Jensensvej;2;Vester Hassing;9310;Vodskov;851;;;57.06515032;10.12330694;466;6011;;98256530;29189420;1003378662;13-06-2019 10:05:44;G15877
G15880;Daginstitutionen Hals;0a3f50c7-d1d6-32b8-e044-0003ba298018;Rosenvænget;3;;9370;Hals;851;;;57.00042935;10.30877743;1788;6012;;98251488;29189420;1003378820;09-06-2022 07:55:27;G15879
G15882;Børnehaven Skovtrolden;747a5889-6d26-45f5-a0a9-262fc15addee;Bredgade;15;;9362;Gandrup;851;;;57.05821661;10.17526709;152;6011;;99823610;29189420;1003378637;13-06-2019 10:05:45;G15881
G15884;Storvorde Børnehave;0a3f50c8-fca1-32b8-e044-0003ba298018;Agervej;12;;9280;Storvorde;851;;;57.00326123;10.09996162;15;6011;;98318655;29189420;1003381777;13-06-2019 10:05:45;G15883
G15886;Børnehaven Fuglereden;0a3f50c9-019e-32b8-e044-0003ba298018;Fælledparken;20;Gudumholm;9280;Storvorde;851;;;56.97150988;10.10322745;506;6011;;98316311;29189420;1003381698;17-06-2020 03:58:54;G15885
G15888;Børnehaven Børnely;9839e86f-0afa-4ab1-803e-b3f14ef2c96e;Ny Høstemarkvej;11;Mou;9280;Storvorde;851;;;56.96325485;10.22034724;1543;6011;;98310033;29189420;1003381789;30-09-2020 06:55:14;G15887
G15890;Vuggestuen Spiren;0a3f50ca-1108-32b8-e044-0003ba298018;Hadsundvej;119;;9000;Aalborg;851;;;57.03353479;9.95494074;2882;6010;;99823788;29189420;1003385164;13-06-2019 10:05:45;G15889
G15892;Vuggestuen Skydebanevej;6517ccb8-69d3-454f-9d94-64596354b038;Skydebanevej;4A;;9000;Aalborg;851;;;57.05651288;9.89152433;7495;6010;;99824444;29189420;1004127364;13-06-2019 10:05:46;G15891
G15894;Daginstitutionen Mælkebøtten;c1731f04-1f2d-4b44-8f5d-fe61a81d069d;Attrupgårdvej;4;;9310;Vodskov;851;;;57.11236569;10.04906343;350;6012;;99823292;29189420;1003384314;09-06-2022 07:57:00;G15893
G15896;Vuggestuen Smedegården;b6a6cc50-ec36-4d72-8f69-3beeab3bc4ac;Saltumvej;7A;;9220;Aalborg Øst;851;;;57.03493594;10.00743657;7041;6010;;99823644;29189420;1003386238;13-06-2019 10:05:46;G15895
G15898;Vuggestuen Luna;58a69e8b-a7d3-4d8b-88af-a3fab675a2b0;Grønlands Torv;2;;9210;Aalborg SØ;851;;;57.02335295;9.94182865;2662;6010;;99823206;29189420;1003385127;13-06-2019 10:05:46;G15897
G15900;Børnehaven Ane Dam;919260fc-7be8-4a81-b84a-59dfbf77f40b;Ane Dams Gade;6D;;9400;Nørresundby;851;;;57.05949774;9.92813505;220;6011;;99823757;29189420;1003384132;13-06-2019 10:05:46;G15899
G15902;Børnehuset Blåkildevej;d724b2a1-13a3-4e38-9981-6a7756bb543e;Blåkildevej;117;;9220;Aalborg Øst;851;;;57.03042172;10.00184328;670;6012;;99822225;29189420;1003384569;01-04-2022 10:48:54;G15901
G15904;Børnehaven Ygdrasil;dece47cb-37a2-4fcc-991e-33ea51ff31d9;Brunstedvej;15;;9260;Gistrup;851;;;56.99397186;9.98809122;853;6011;;99823313;29189420;1007536409;13-06-2019 10:05:47;G15903
G15906;Børnehaven Doravej;0a3f509c-2e70-32b8-e044-0003ba298018;Doravej;99;;9000;Aalborg;851;;;57.03357883;9.95939419;1303;6011;;98144510;29189420;1003384685;23-08-2019 10:39:23;G15905
G15908;Børnehaven Kernehuset;a0c44356-42da-4a2c-aa1a-3982e9c8a659;Jørgen Horskjærs Vej;5;;9430;Vadum;851;;;57.11756647;9.85914161;3899;6011;;99823858;29189420;1004127376;13-06-2019 10:05:47;G15907
G15910;Børnehaven Fyrkildevej;0a3f50c9-fe93-32b8-e044-0003ba298018;Fyrkildevej;85;;9220;Aalborg Øst;851;;;57.02864518;10.00576041;2253;6011;;98157645;29189420;1003384958;13-06-2019 10:05:47;G15909
G15912;Børnehaven Gammel Kongevej;bacc34a4-0b70-48b3-9b47-d307b0cb1e30;Gammel Kongevej;38;;9400;Nørresundby;851;;;57.06572724;9.94344981;2320;6011;;99825160;29189420;1003384995;13-06-2019 10:05:48;G15911
G15914;Børnehaven Gartnergården;0a3f509c-33f4-32b8-e044-0003ba298018;Enggårdsgade;48;;9000;Aalborg;851;;;57.02813839;9.91520169;1689;6011;;99823733;29189420;1003384752;23-08-2019 10:39:23;G15913
G15916;Børnehaven Regnbuen;ec2fd8c6-7486-415d-a1b7-9a39a6a76b0e;Hadsundvej;119A;;9000;Aalborg;851;;;57.03328698;9.95488643;2882;6011;;98122549;29189420;1003385176;13-06-2019 10:05:48;G15915
G15918;Børnehaven Hyrdeskoven;94d031cc-bebe-4735-94bc-558a13997b94;Gammel Hedevej;29;;9310;Vodskov;851;;;57.11213629;10.03099982;2317;6011;;98293204;29189420;1003384971;13-06-2019 10:05:48;G15917
G15920;Børnehaven Krudtuglen;173a9d2e-9a52-4fc6-9229-d59d47f52da7;Klitgårdsvej;36;;9382;Tylstrup;851;;;57.19485971;9.95249949;4231;6011;;98261361;29189420;1003385516;13-06-2019 10:05:48;G15919
G15922;Børnehaven Kolloparken;e76c7612-3973-4b33-be13-1b21f1b69182;Kolloparken;74;;9200;Aalborg SV;851;;;57.00204045;9.81931741;4350;6011;;98343807;29189420;1003385541;13-06-2019 10:05:49;G15921
G15924;Børnehaven Blåhvalen;cfec98b8-5bd2-4262-9527-ba24614e0b16;Kuskgårdsvej;6;;9381;Sulsted;851;;;57.15571284;9.96377235;4525;6011;;98261310;29189420;1003385577;13-06-2019 10:05:49;G15923
G15926;Børnehaven Solstrejf;288fdece-082b-4ebd-a78b-3e7011b28bb2;Lindholmsvej;45;;9400;Nørresundby;851;;;57.06452393;9.91324619;4915;6011;;99823217;29189420;1003385620;13-06-2019 10:05:49;G15925
G15928;Børnehuset Løvvangen;e7c2be9d-b80d-41a4-baa9-4008e6632e5b;Strubjerg;161;;9400;Nørresundby;851;;;57.07180009;9.92179255;7972;6012;;98174355;29189420;1003386494;13-06-2019 10:05:49;G15927
G15930;Børnehaven Damstræde;7c7a99e4-591f-4ede-9239-58b763aaf08a;Damstræde;46;;9220;Aalborg Øst;851;;;57.01578753;9.98160022;1208;6011;;99823621;29189420;1003384648;13-06-2019 10:05:49;G15929
G15932;Børnehaven Stjernen;60860978-6ec7-4a31-ab45-678ea4833eb3;Poul Paghs Gade;13;;9000;Aalborg;851;;;57.05148543;9.90999046;6504;6011;;99823860;29189420;1007807380;13-06-2019 10:05:49;G15931
G15934;Børnehaven Æblehaven;3c4f918b-dd63-409f-af51-6438ad8793e6;Ridefogedvej;2;;9000;Aalborg;851;;;57.03579165;9.87721495;6655;6011;;98182151;29189420;1003386111;13-06-2019 10:05:50;G15933
G15936;Børnehaven Rosengården;af45cbff-7e10-4578-92d5-56a4aecc3f23;Stationsmestervej;33;;9200;Aalborg SV;851;;;57.00833558;9.89227563;7812;6011;;98181740;29189420;1003386421;13-06-2019 10:05:50;G15935
G15938;Børnehaven Smedegården;f9c0fa23-50ab-496c-878f-0968ac9bd46b;Tranumparken;8C;;9220;Aalborg Øst;851;;;57.03503816;10.00665745;8644;6011;;98157644;29189420;1003386809;13-06-2019 10:05:50;G15937
G15940;Daginstitutionen Thulevej;0a3f509c-ce4d-32b8-e044-0003ba298018;Thulevej;32A;;9210;Aalborg SØ;851;;;57.02104294;9.94822895;8418;6012;;99823232;29189420;1003386676;23-08-2019 10:39:23;G15939
G15942;Børnehuset Viaduktvej;7887fec4-9f41-4b58-920d-8cdbfa9d8938;Viaduktvej;14;;9400;Nørresundby;851;;;57.06913549;9.90463057;9258;6012;;99823831;29189420;1003386883;13-06-2019 10:05:50;G15941
G15944;Børnehaven Østergade;67d9f271-0597-46ae-bc43-0270b01626b7;Østergade;64;;9400;Nørresundby;851;;;57.06128823;9.93376917;9680;6011;;99823231;29189420;1003386962;13-06-2019 10:05:51;G15943
G15946;Børnehaven Beatesmindevej;0a3f50c9-be48-32b8-e044-0003ba298018;Beatesmindevej;175;;9210;Aalborg SØ;851;;;57.02012413;9.93259705;477;6011;;99823214;29189420;1003384521;13-06-2019 10:05:51;G15945
G15948;Børnehaven Skallerupvej;0a3f50ca-adf1-32b8-e044-0003ba298018;Skallerupvej;353;;9220;Aalborg Øst;851;;;57.03846094;10.01033299;7243;6011;;98158015;29189420;1003386275;13-06-2019 10:05:51;G15947
G15950;Børnehaven Egemarksvej;ab27854a-852d-49e8-b665-5ed8de08eaaa;Egemarksvej;4;;9230;Svenstrup J;851;;;56.97338756;9.85071989;1473;6011;;98383264;29189420;1003384715;13-06-2019 10:05:51;G15949
G15952;Gug Børnehave;94a28c81-c233-4b9b-814a-c4adb00edb54;Sønder Tranders Vej;37;;9210;Aalborg SØ;851;;;57.00507807;9.93293445;8278;6011;;99823365;29189420;1022480932;13-06-2019 10:05:51;G15951
G15954;Børnehuset Provstejorden;afbf8144-c160-4f07-8853-49ec9ddba9db;Provstejorden;9;;9000;Aalborg;851;;;57.02996522;9.91019122;6549;6012;;98186277;29189420;1017667145;13-06-2019 10:05:52;G15953
